term_36m,term_60m,grade_n,sub_grade_n,revol_util_n,int_rate_n,installment_n,tot_hi_cred_lim_n,emp_length_n,dti_n,avg_cur_bal_n,all_util_n,acc_open_past_24mths_n,annual_inc_n,loan_amnt_n,cover,Outcome
0,1,6,63,14.1,12.42,774.22,-1.0,10.0,11.67,-1,100,-1,100000.0,34475,2.90065264684554,0
1,0,4,47,90.8,17.99,253.04,326946.0,1.0,31.71,25808,91,1,70000.0,7000,10.0,0
1,0,5,51,58.6,15.99,175.77,63608.0,4.0,20.37,4423,77,11,69000.0,5000,13.8,0
0,1,2,25,81.8,24.99,496.68,157509.0,3.0,17.65,8142,87,4,65000.0,16925,3.84047267355982,1
1,0,7,77,5.7,6.62,921.11,-1.0,3.0,6.45,-1,100,2,120000.0,30000,4.0,0
1,0,5,51,67.9,16.02,35.17,177817.0,0.0,12.13,16798,76,8,55284.0,1000,55.284,0
0,1,3,35,58.8,21.49,437.28,-1.0,5.0,25.76,-1,100,4,60000.0,16000,3.75,0
1,0,5,57,1.0,12.84,268.95,-1.0,5.0,4.97,-1,100,-1,81600.0,8000,10.2,0
1,0,7,73,11.4,7.9,625.81,-1.0,10.0,6.56,-1,100,2,75000.0,20000,3.75,0
1,0,5,53,39.3,13.99,854.32,693372.0,10.0,20.53,27457,100,8,160000.0,25000,6.4,0
1,0,2,27,65.0,22.99,193.53,93334.0,10.0,37.68,11720,100,2,40000.0,5000,8.0,0
1,0,6,65,43.3,9.99,322.63,73960.0,2.0,30.56,2377,100,4,42500.0,10000,4.25,0
1,0,5,57,3.0,13.59,652.4,63136.0,5.0,17.15,2139,44,2,40000.0,19200,2.08333333333333,0
1,0,5,55,0.3,14.64,517.34,134151.0,0.0,10.03,18922,100,3,48000.0,15000,3.2,0
1,0,2,25,42.8,26.99,758.23,70002.0,1.0,11.96,5014,36,3,86000.0,18575,4.62987886944818,1
1,0,5,55,52.1,13.99,136.7,354553.0,10.0,24.53,23078,61,3,66000.0,4000,16.5,0
1,0,4,45,71.9,18.25,1269.73,186524.0,10.0,7.32,27694,100,3,93000.0,35000,2.65714285714286,0
0,1,3,33,25.5,24.99,469.53,52252.0,2.0,9.78,1524,38,10,70000.0,16000,4.375,0
1,0,3,37,65.0,19.52,443.04,216116.0,10.0,23.68,12480,100,9,120000.0,12000,10.0,0
1,0,3,35,39.2,19.52,255.67,21900.0,2.0,6.19,834,100,4,26000.0,6925,3.75451263537906,0
1,0,5,51,74.3,17.27,286.3,163619.0,0.0,27.96,12180,100,7,90000.0,8000,11.25,0
1,0,7,71,6.1,7.89,312.86,275469.0,3.0,11.79,6620,100,9,70000.0,10000,7.0,0
1,0,5,57,44.2,12.69,402.54,328181.0,5.0,13.92,28167,100,2,80000.0,12000,6.66666666666667,0
1,0,4,41,81.4,20.2,335.4,22100.0,9.0,10.13,2000,100,2,77844.0,9000,8.64933333333333,0
1,0,6,61,45.0,12.69,268.36,-1.0,3.0,2.2,-1,100,-1,115000.0,8000,14.375,0
1,0,7,71,29.1,7.96,1252.72,340058.0,6.0,25.3,7549,46,3,150000.0,40000,3.75,0
1,0,3,39,87.0,18.99,219.91,252016.0,10.0,22.28,25158,100,1,65000.0,6000,10.8333333333333,0
1,0,6,69,36.2,9.76,188.91,-1.0,2.0,1.34,-1,100,6,120000.0,5875,20.4255319148936,0
1,0,7,79,51.0,6.03,91.31,-1.0,1.0,7.42,-1,100,-1,55000.0,3000,18.3333333333333,0
1,0,5,59,72.9,11.99,550.45,338552.0,0.5,12.86,54587,48,1,70000.0,16575,4.22322775263952,0
1,0,4,45,4.2,16.99,1247.68,136860.0,1.0,23.47,3341,100,11,75000.0,35000,2.14285714285714,0
1,0,6,67,81.4,11.14,328.06,50386.0,8.0,23.65,2695,100,2,55000.0,10000,5.5,0
0,1,4,47,53.8,17.99,406.21,34100.0,2.0,13.97,3623,53,1,37000.0,16000,2.3125,1
1,0,5,59,28.3,12.74,522.0,270328.0,10.0,12.03,8763,28,1,65000.0,15550,4.18006430868167,1
1,0,6,61,65.9,12.99,235.83,135800.0,10.0,11.47,17437,100,1,35000.0,7000,5.0,0
0,1,6,65,58.1,9.62,147.43,-1.0,6.0,12.8,-1,100,-1,24000.0,7000,3.42857142857143,0
1,0,5,51,36.2,14.48,34.42,145516.0,10.0,28.3,9375,60,6,48000.0,1000,48.0,0
1,0,1,17,79.8,20.17,447.01,-1.0,7.0,11.25,-1,100,-1,75000.0,12000,6.25,0
1,0,5,53,22.3,14.99,363.94,98586.0,4.0,34.75,5405,60,5,48000.0,10500,4.57142857142857,0
1,0,7,77,4.5,7.07,463.64,354484.0,10.0,5.09,19256,5,7,280000.0,15000,18.6666666666667,0
1,0,4,43,95.7,19.05,550.22,155134.0,2.0,22.04,21012,100,1,103000.0,15000,6.86666666666667,0
1,0,5,53,77.5,13.99,170.87,32200.0,3.0,15.36,6487,100,4,77600.0,5000,15.52,0
1,0,4,43,55.8,17.57,387.23,55500.0,9.0,27.45,12112,100,0,75000.0,10775,6.96055684454756,0
1,0,5,53,21.0,16.29,353.01,312246.0,0.5,26.29,31560,100,3,33500.0,10000,3.35,0
0,1,2,25,57.2,23.63,671.01,18852.0,10.0,3.0,2228,100,3,75000.0,23500,3.19148936170213,0
1,0,2,27,83.1,24.08,1020.17,189811.0,6.0,23.77,17331,100,3,65776.0,25975,2.53228103946102,0
0,1,3,31,78.4,22.15,619.89,54552.0,3.0,14.67,4095,100,1,70000.0,22375,3.12849162011173,1
1,0,2,29,73.0,23.43,1362.7,449622.0,10.0,9.83,88333,100,4,90000.0,35000,2.57142857142857,0
1,0,3,33,20.2,25.82,332.62,43532.0,5.0,8.24,3310,107,4,56074.0,8275,6.77631419939577,0
1,0,6,61,96.9,11.47,659.24,26500.0,3.0,16.7,3992,75,1,58000.0,20000,2.9,0
1,0,6,63,91.3,10.75,782.9,183427.0,3.0,16.75,17638,73,4,135000.0,24000,5.625,0
1,0,6,65,34.5,10.99,65.47,-1.0,10.0,11.75,-1,100,-1,48000.0,2000,24.0,0
1,0,5,57,9.6,12.99,505.34,316743.0,9.0,0.71,18574,100,8,120000.0,15000,8.0,0
0,1,6,69,17.5,10.38,300.09,-1.0,10.0,10.43,-1,100,-1,58000.0,14000,4.14285714285714,0
1,0,4,47,54.8,17.99,196.1,86019.0,10.0,10.48,27758,73,5,120000.0,5425,22.1198156682028,0
0,1,4,49,55.8,15.61,289.34,355445.0,5.0,22.41,22447,100,2,70000.0,12000,5.83333333333333,0
0,1,5,59,64.0,13.99,372.21,-1.0,4.0,16.72,-1,100,-1,71000.0,16000,4.4375,0
1,0,4,41,48.8,17.86,432.99,18500.0,0.0,8.36,1507,100,7,55000.0,12000,4.58333333333333,0
1,0,7,73,2.7,7.29,155.05,-1.0,1.0,0.5,-1,100,-1,60000.0,5000,12.0,0
1,0,3,37,38.9,18.49,180.18,51403.0,8.0,7.54,5535,36,7,178000.0,4950,35.959595959596,1
0,1,4,43,75.8,17.14,249.28,125214.0,1.0,24.19,13151,100,4,45000.0,10000,4.5,1
0,1,3,33,44.9,20.99,324.58,98524.0,3.0,19.34,4407,100,2,60000.0,12000,5.0,0
1,0,2,21,76.1,25.78,327.42,25099.0,1.0,6.09,3961,100,4,120000.0,8150,14.7239263803681,0
1,0,4,47,45.3,18.49,1273.96,113688.0,10.0,7.22,3618,100,0,320000.0,35000,9.14285714285714,0
0,1,4,41,0.0,18.25,229.77,-1.0,2.0,0.33,-1,100,-1,48000.0,9000,5.33333333333333,0
1,0,6,63,50.6,12.49,234.15,160323.0,3.0,10.86,13714,100,3,100000.0,7000,14.2857142857143,0
1,0,7,71,1.1,7.89,469.29,233495.0,0.5,10.2,14026,100,6,70000.0,15000,4.66666666666667,0
1,0,5,51,33.4,14.99,342.28,339300.0,8.0,21.18,24054,100,3,60000.0,9875,6.07594936708861,0
1,0,3,37,94.9,21.0,376.76,10000.0,10.0,4.63,1582,100,1,70000.0,10000,7.0,0
0,1,2,29,37.5,21.99,966.47,218400.0,0.5,0.86,40467,100,1,120000.0,35000,3.42857142857143,0
0,1,5,51,88.9,15.23,609.73,-1.0,9.0,20.13,-1,100,-1,67000.0,25500,2.62745098039216,1
1,0,4,43,79.1,17.57,359.38,34413.0,0.5,10.34,2157,100,2,60000.0,10000,6.0,0
1,0,5,59,33.8,12.79,235.16,314578.0,4.0,13.0,8370,40,6,60000.0,7000,8.57142857142857,0
1,0,2,27,54.7,24.08,133.54,27250.0,0.0,15.61,2764,100,3,10768.0,3400,3.16705882352941,0
1,0,7,73,30.1,7.9,384.88,151077.0,10.0,17.43,10313,100,1,38000.0,12300,3.08943089430894,0
1,0,6,61,76.5,11.11,126.25,-1.0,2.0,9.54,-1,100,-1,77000.0,3850,20.0,0
1,0,3,35,0.0,17.04,89.19,-1.0,10.0,0.0,-1,100,-1,69736.0,2500,27.8944,0
1,0,2,21,49.9,25.57,919.43,160055.0,6.0,4.1,21212,100,6,72000.0,22950,3.13725490196078,0
1,0,4,45,10.3,15.31,278.53,-1.0,0.5,19.66,-1,100,-1,55000.0,8000,6.875,0
1,0,3,31,25.4,21.99,490.69,21300.0,10.0,6.11,602,100,3,37915.89,12850,2.95065291828794,0
1,0,3,35,92.7,21.18,652.44,45760.0,1.0,16.4,9820,86,3,80000.0,17275,4.63096960926194,1
1,0,7,75,31.7,6.92,370.09,-1.0,0.5,8.02,-1,100,-1,75000.0,12000,6.25,0
0,1,4,47,32.7,16.55,590.68,120319.0,5.0,20.07,12007,54,1,72000.0,24000,3.0,1
1,0,5,51,52.8,15.99,571.23,29580.0,10.0,5.91,4941,84,1,170000.0,16250,10.4615384615385,0
1,0,2,27,3.6,22.99,495.42,48308.0,6.0,5.74,121,100,9,30000.0,12800,2.34375,0
1,0,5,57,33.8,12.99,151.61,423784.0,8.0,0.29,98335,100,3,102940.0,4500,22.8755555555556,0
1,0,4,45,24.2,19.03,293.37,336803.0,2.0,27.2,29788,43,2,75000.0,8000,9.375,0
1,0,3,37,29.1,18.84,556.86,231095.0,8.0,31.08,11804,100,9,40000.0,15225,2.62725779967159,0
0,1,3,33,47.8,21.98,966.27,116150.0,10.0,5.42,6289,100,6,95000.0,35000,2.71428571428571,1
1,0,7,77,61.0,6.49,735.47,481921.0,10.0,13.11,17693,61,5,250000.0,24000,10.4166666666667,0
0,1,5,53,1.6,14.49,470.47,36800.0,2.0,3.02,595,8,3,91000.0,20000,4.55,0
1,0,7,77,1.2,6.62,336.98,-1.0,7.0,19.83,-1,100,3,70000.0,10975,6.37813211845102,0
1,0,7,79,3.2,5.32,602.3,387869.0,5.0,3.75,32872,11,2,130000.0,20000,6.5,0
1,0,3,35,46.2,22.4,213.11,56067.0,3.0,16.82,3030,100,10,70000.0,5550,12.6126126126126,0
1,0,6,65,22.8,10.56,487.97,70100.0,1.0,2.89,638,23,6,178500.0,15000,11.9,0
0,1,3,33,88.3,23.1,668.78,404727.0,3.0,16.27,38208,100,8,84000.0,23675,3.5480464625132,0
1,0,5,57,62.4,12.59,167.49,283728.0,10.0,16.83,25660,73,5,130000.0,5000,26.0,0
1,0,2,29,94.5,22.95,203.09,19789.0,5.0,16.7,1785,100,3,25000.0,5250,4.76190476190476,0
1,0,5,53,84.8,14.31,171.65,8000.0,4.0,1.25,3391,100,1,120000.0,5000,24.0,0
1,0,7,79,0.1,5.31,108.4,310608.0,6.0,8.23,25703,74,1,110000.0,3600,30.5555555555556,0
0,1,4,45,43.0,18.75,464.46,35912.0,1.0,9.54,1437,100,11,84000.0,18000,4.66666666666667,1
1,0,6,61,29.7,12.49,167.25,192866.0,10.0,11.14,4256,100,6,250000.0,5000,50.0,0
1,0,3,35,76.4,20.2,1304.3,115046.0,6.0,11.53,9666,100,5,189000.0,35000,5.4,0
1,0,2,23,80.3,24.99,626.14,36180.0,3.0,14.94,3555,100,3,80000.0,15750,5.07936507936508,0
1,0,4,47,17.4,18.25,529.66,37860.0,7.0,10.2,510,100,2,72000.0,14600,4.93150684931507,0
1,0,7,75,56.26,6.17,346.93,-1.0,2.0,13.29,-1,100,-1,150000.0,18000,8.33333333333333,0
1,0,2,29,9.0,25.69,648.03,28100.0,10.0,2.62,230,9,7,43000.0,16150,2.6625386996904,0
1,0,2,23,59.0,30.49,1495.22,162589.0,4.0,26.64,10445,72,12,120000.0,35000,3.42857142857143,1
1,0,6,61,42.2,14.09,136.89,8300.0,1.0,7.68,700,100,5,20000.0,4000,5.0,0
0,1,4,43,33.8,17.14,872.48,686916.0,2.0,1.69,116116,100,2,269156.0,35000,7.69017142857143,0
1,0,6,61,48.4,11.99,797.03,192940.0,2.0,21.91,6920,100,6,75000.0,24000,3.125,0
1,0,4,49,61.4,17.77,900.93,329128.0,5.0,8.07,23095,100,2,300000.0,25000,12.0,0
1,0,5,55,44.6,15.8,350.59,28500.0,9.0,14.68,1589,100,0,30000.0,10000,3.0,0
1,0,5,55,89.9,13.33,812.48,162212.0,2.0,21.32,10653,100,4,230000.0,24000,9.58333333333333,0
0,1,4,45,81.8,16.99,869.66,826697.0,5.0,8.56,111772,100,3,400000.0,35000,11.4285714285714,0
0,1,2,23,26.7,30.65,419.25,89793.0,2.0,16.73,11865,21,2,84000.0,12800,6.5625,1
0,1,4,43,29.1,19.99,635.72,307555.0,2.0,12.63,25264,68,10,95000.0,24000,3.95833333333333,0
1,0,7,73,63.7,7.9,172.1,28300.0,10.0,18.36,3003,100,2,20000.0,5500,3.63636363636364,0
0,1,5,57,26.9,13.49,506.11,277374.0,2.0,16.64,24367,47,3,82000.0,22000,3.72727272727273,0
1,0,3,39,95.7,19.99,437.55,6000.0,3.0,2.16,1436,100,1,110000.0,11775,9.34182590233546,0
1,0,4,41,40.7,19.47,368.95,232226.0,10.0,11.78,14308,100,8,115000.0,10000,11.5,0
1,0,5,55,37.9,13.99,287.06,66569.0,2.0,21.65,2877,69,10,25000.0,8400,2.97619047619048,0
1,0,5,53,45.5,16.29,353.01,167636.0,2.0,9.66,13718,100,2,80000.0,10000,8.0,0
1,0,7,73,0.8,7.49,1244.07,529505.0,4.0,3.19,22789,3,10,122000.0,40000,3.05,0
1,0,3,35,52.7,19.19,367.53,143748.0,3.0,20.11,5590,100,8,60000.0,10000,6.0,0
0,1,4,49,23.3,15.59,241.01,159494.0,0.5,14.79,9050,100,3,67500.0,10000,6.75,0
0,1,3,35,32.2,20.2,382.46,30796.0,1.0,14.08,2767,100,6,45000.0,14375,3.1304347826087,1
1,0,4,49,89.3,16.29,247.11,-1.0,3.0,2.43,-1,100,-1,120000.0,7000,17.1428571428571,0
1,0,4,47,9.2,15.99,246.07,47500.0,3.0,6.87,435,100,1,50000.0,7000,7.14285714285714,0
1,0,5,53,62.9,14.46,120.41,347475.0,0.0,8.78,30677,64,3,104000.0,3500,29.7142857142857,0
1,0,7,79,2.1,6.03,365.23,-1.0,3.0,1.6,-1,100,2,30000.0,12000,2.5,0
1,0,3,35,16.0,17.04,85.62,-1.0,1.0,7.46,-1,100,-1,77004.0,2400,32.085,0
1,0,5,53,26.2,14.99,970.5,268390.0,8.0,17.64,30167,60,4,90000.0,28000,3.21428571428571,0
1,0,4,45,35.4,16.99,356.48,37200.0,4.0,3.72,1197,100,6,80000.0,10000,8.0,0
1,0,5,57,77.8,12.69,161.02,162657.0,10.0,10.71,16936,100,4,92000.0,4800,19.1666666666667,0
0,1,4,41,68.0,17.86,455.72,325982.0,10.0,13.09,41293,100,6,60000.0,18000,3.33333333333333,0
0,1,3,39,48.2,19.99,360.25,-1.0,5.0,16.84,-1,100,0,46413.07,13600,3.41272573529412,0
1,0,4,41,80.0,16.0,703.15,-1.0,3.0,5.31,-1,100,-1,160000.0,20000,8.0,0
1,0,4,47,22.5,16.55,493.36,50800.0,0.0,12.17,714,100,6,35000.0,13925,2.51346499102334,0
0,1,1,11,37.9,26.06,628.0,72279.0,10.0,17.11,9815,100,5,97000.0,20950,4.63007159904535,0
1,0,3,33,33.4,23.99,313.83,82434.0,10.0,24.56,12554,62,8,65000.0,8000,8.125,1
1,0,6,63,52.5,11.67,495.86,61305.0,6.0,11.53,4433,100,3,100000.0,15000,6.66666666666667,0
1,0,4,45,90.7,18.25,544.17,-1.0,4.0,19.66,-1,100,6,120000.0,15000,8.0,0
1,0,5,53,43.3,15.05,346.9,68963.0,10.0,28.66,4528,34,3,60000.0,10000,6.0,1
1,0,4,43,34.3,19.22,760.17,448411.0,3.0,19.91,28384,100,11,140000.0,20675,6.77146311970979,0
1,0,4,43,64.6,17.57,269.53,44882.0,2.0,13.1,2944,100,7,100000.0,7500,13.3333333333333,0
1,0,6,69,40.6,9.91,902.3,-1.0,3.0,15.95,-1,100,-1,125000.0,28000,4.46428571428571,0
1,0,4,45,23.5,16.99,575.72,9900.0,0.5,1.63,466,100,1,75000.0,16150,4.64396284829721,0
0,1,5,57,93.7,12.61,225.54,-1.0,5.0,21.22,-1,100,-1,115460.0,10000,11.546,0
1,0,7,75,0.0,6.92,154.21,-1.0,1.0,3.5,-1,100,-1,24000.0,5000,4.8,0
1,0,5,53,62.5,13.99,341.73,140387.0,3.0,13.13,16041,100,6,90000.0,10000,9.0,0
1,0,3,37,33.6,21.0,1179.23,45400.0,10.0,4.08,2179,100,4,100000.0,31300,3.19488817891374,0
1,0,6,63,50.7,10.75,326.21,209100.0,0.5,4.05,32655,51,0,45000.0,10000,4.5,0
1,0,2,29,55.3,23.13,1240.89,34000.0,0.5,7.86,1710,55,3,100000.0,32000,3.125,1
1,0,5,53,78.9,14.99,207.97,57200.0,10.0,30.49,6445,79,3,35000.0,6000,5.83333333333333,0
1,0,4,49,2.9,16.99,285.19,40840.0,4.0,9.39,1235,24,8,65000.0,8000,8.125,0
0,1,2,25,22.6,29.99,824.86,34849.0,5.0,11.16,3196,46,1,58000.0,25500,2.27450980392157,1
1,0,5,51,13.6,15.99,79.1,67200.0,10.0,6.72,835,14,4,60000.0,2250,26.6666666666667,0
1,0,4,43,52.7,19.05,550.22,71128.0,4.0,20.95,3451,100,2,50000.0,15000,3.33333333333333,0
1,0,5,53,29.3,14.49,344.17,35143.0,2.0,14.02,4388,62,3,50000.0,10000,5.0,1
1,0,3,33,76.2,20.99,339.03,44588.0,5.0,21.52,3286,100,2,45000.0,9000,5.0,0
1,0,2,23,61.7,27.49,1438.1,504699.0,1.0,8.28,26419,79,8,160000.0,35000,4.57142857142857,1
0,1,5,59,13.7,12.79,543.5,132712.0,0.5,23.08,7486,41,9,155000.0,24000,6.45833333333333,0
0,1,2,21,72.8,26.57,588.93,52765.0,3.0,35.55,5321,91,3,40000.0,19450,2.05655526992288,1
1,0,5,57,86.9,12.69,637.36,274635.0,10.0,13.69,26464,100,1,73000.0,19000,3.84210526315789,0
1,0,4,41,53.7,21.85,1143.39,54422.0,4.0,17.98,4392,73,10,60738.0,30000,2.0246,1
1,0,5,53,31.6,16.29,1198.45,338280.0,3.0,10.14,41333,100,4,150000.0,33950,4.41826215022091,0
0,1,4,43,14.8,17.14,697.99,295224.0,5.0,4.04,30919,100,9,85000.0,28000,3.03571428571429,0
1,0,7,73,1.3,7.29,217.07,-1.0,0.0,9.84,-1,100,-1,30600.0,7000,4.37142857142857,0
1,0,7,77,53.7,7.07,154.55,56699.0,8.0,27.6,2331,50,4,50000.0,5000,10.0,0
1,0,3,35,60.0,24.85,1071.38,64146.0,4.0,12.51,4948,60,7,132000.0,27000,4.88888888888889,1
0,1,2,27,40.7,24.08,582.06,62218.0,10.0,36.64,3803,100,7,45000.0,20200,2.22772277227723,0
1,0,5,57,19.3,14.65,120.73,-1.0,8.0,14.99,-1,100,10,45000.0,3500,12.8571428571429,0
1,0,4,49,20.8,16.99,653.25,116648.0,4.0,33.43,7472,83,0,53635.0,18325,2.9268758526603,0
1,0,5,59,24.7,12.99,336.9,-1.0,10.0,23.76,-1,100,-1,85000.0,10000,8.5,0
1,0,3,31,59.4,21.67,365.0,69963.0,2.0,20.87,3459,100,13,45000.0,9600,4.6875,0
1,0,6,65,60.3,11.58,396.17,-1.0,1.0,11.07,-1,100,-1,40000.0,12000,3.33333333333333,0
1,0,6,63,68.8,13.11,642.88,-1.0,10.0,25.18,-1,100,1,60000.0,19050,3.1496062992126,0
1,0,4,47,23.7,17.57,1257.8,280258.0,6.0,10.26,9333,100,4,225000.0,35000,6.42857142857143,0
0,1,3,35,72.2,19.42,549.62,-1.0,1.0,11.26,-1,100,-1,42000.0,21000,2.0,0
0,1,3,35,47.1,20.2,931.19,271976.0,6.0,10.8,9907,100,3,114500.0,35000,3.27142857142857,0
1,0,3,31,75.4,22.15,382.69,72229.0,3.0,20.47,4531,100,9,70000.0,10000,7.0,0
1,0,4,47,63.9,16.55,602.3,54193.0,9.0,8.63,4975,100,2,145000.0,17000,8.52941176470588,0
0,1,4,49,44.9,15.59,289.21,352033.0,4.0,9.82,42339,100,6,105000.0,12000,8.75,0
1,0,5,57,79.4,12.84,504.27,-1.0,6.0,20.69,-1,100,-1,182500.0,15000,12.1666666666667,0
1,0,6,67,60.4,9.16,191.25,257884.0,10.0,24.73,18060,62,3,100000.0,6000,16.6666666666667,0
1,0,3,35,65.1,19.19,374.88,14000.0,4.0,10.88,1519,100,2,30000.0,10200,2.94117647058824,0
1,0,3,33,74.5,24.99,71.56,84731.0,1.0,9.08,9202,75,6,37000.0,1800,20.5555555555556,0
1,0,3,39,42.9,18.25,145.12,26447.0,10.0,7.48,2290,100,4,65000.0,4000,16.25,0
1,0,2,27,19.8,22.99,255.45,41833.0,10.0,16.15,2608,100,5,22000.0,6600,3.33333333333333,0
1,0,5,57,51.9,14.65,1207.3,-1.0,7.0,23.7,-1,100,4,170000.0,35000,4.85714285714286,0
1,0,3,37,66.0,19.52,146.76,15580.0,4.0,5.98,3082,100,2,65000.0,3975,16.3522012578616,0
1,0,3,37,47.2,23.88,75.41,71141.0,6.0,34.38,2524,46,8,41919.83,1925,21.7765350649351,0
1,0,4,49,0.2,15.41,244.07,82342.0,10.0,25.46,8508,100,7,38000.0,7000,5.42857142857143,0
1,0,5,57,33.5,11.34,493.5,-1.0,5.0,2.32,-1,100,-1,100000.0,15000,6.66666666666667,0
1,0,6,69,4.3,8.49,1104.71,670648.0,10.0,6.2,35621,4,3,580000.0,35000,16.5714285714286,0
1,0,6,69,20.5,8.49,236.73,26900.0,10.0,4.5,690,21,2,60000.0,7500,8.0,0
0,1,2,25,38.2,24.5,573.92,228954.0,10.0,24.26,8854,100,3,70000.0,19750,3.54430379746835,0
0,1,2,29,84.4,20.25,532.67,-1.0,6.0,8.72,-1,100,-1,72000.0,20000,3.6,0
1,0,3,35,24.9,19.19,316.99,90024.0,2.0,14.73,3894,100,8,62000.0,8625,7.18840579710145,0
1,0,6,67,88.7,10.65,117.27,-1.0,6.0,2.25,-1,100,-1,65000.0,3600,18.0555555555556,0
1,0,5,57,77.9,13.49,373.24,50655.0,10.0,23.52,2117,63,2,60000.0,11000,5.45454545454545,1
1,0,6,65,44.6,12.12,99.82,-1.0,2.0,12.86,-1,100,4,43500.0,3000,14.5,0
1,0,4,49,32.5,15.61,349.65,75812.0,2.0,9.25,2362,100,9,125000.0,10000,12.5,0
1,0,2,23,40.9,25.88,402.27,63961.0,2.0,14.12,10617,90,4,98000.0,10000,9.8,0
1,0,2,25,77.0,24.5,117.51,197483.0,10.0,14.21,26871,100,9,58000.0,2975,19.4957983193277,0
1,0,4,49,0.0,17.77,382.9,80940.0,10.0,16.57,9928,100,2,31500.0,10625,2.96470588235294,0
1,0,4,43,23.2,17.57,646.87,29200.0,2.0,6.26,1100,100,6,60000.0,18000,3.33333333333333,0
1,0,3,37,27.8,19.52,92.3,7300.0,1.0,5.28,339,100,2,25000.0,2500,10.0,0
1,0,6,63,76.5,10.99,229.14,247489.0,2.0,18.19,30127,100,6,58000.0,7000,8.28571428571429,0
1,0,6,63,40.5,13.11,438.72,40900.0,5.0,15.58,2386,100,6,50000.0,13000,3.84615384615385,0
1,0,6,69,0.5,8.18,754.07,181028.0,4.0,3.28,30403,100,3,73200.0,24000,3.05,0
1,0,1,19,84.5,25.8,1406.45,82835.0,10.0,8.51,9001,100,4,209893.0,35000,5.99694285714286,0
1,0,4,41,18.0,17.86,519.59,78213.0,9.0,4.15,6131,100,5,250000.0,14400,17.3611111111111,0
0,1,2,23,49.5,24.99,880.37,74524.0,10.0,24.21,4639,100,5,85000.0,30000,2.83333333333333,0
1,0,7,73,0.0,7.9,625.81,-1.0,9.0,0.04,-1,100,-1,102600.0,20000,5.13,0
1,0,4,45,74.3,16.99,602.45,647687.0,10.0,17.07,70118,100,4,140000.0,16900,8.28402366863905,0
1,0,5,51,80.4,17.27,161.05,78754.0,5.0,16.69,8340,100,2,22000.0,4500,4.88888888888889,0
1,0,5,51,35.8,15.61,380.25,23092.0,5.0,19.65,1478,100,5,40000.0,10875,3.67816091954023,0
0,1,6,63,19.3,11.44,768.69,301326.0,0.5,13.66,10558,45,8,99000.0,35000,2.82857142857143,0
1,0,7,79,10.7,5.32,903.45,1329571.0,7.0,16.65,53842,23,5,325000.0,30000,10.8333333333333,0
1,0,3,31,31.6,26.3,123.38,23548.0,5.0,6.92,2728,70,6,85000.0,3050,27.8688524590164,1
1,0,3,39,44.4,18.99,292.3,66933.0,10.0,12.67,2948,100,6,25000.0,7975,3.13479623824451,0
1,0,5,57,34.8,12.99,707.48,241100.0,8.0,5.73,17063,100,7,96000.0,21000,4.57142857142857,0
1,0,6,63,81.0,11.67,661.14,75644.0,10.0,9.44,11688,100,5,124000.0,20000,6.2,0
1,0,5,53,52.6,15.61,1223.77,192776.0,7.0,17.34,7855,100,3,236000.0,35000,6.74285714285714,0
1,0,3,39,38.7,19.99,1486.34,952616.0,10.0,6.39,87363,51,6,200000.0,40000,5.0,0
1,0,5,53,0.0,14.35,120.22,-1.0,0.5,8.5,-1,100,-1,48000.0,3500,13.7142857142857,0
0,1,6,65,55.6,10.99,271.72,-1.0,0.0,21.02,-1,100,-1,73000.0,20000,3.65,0
0,1,5,53,26.1,13.99,465.27,137572.0,10.0,9.15,5349,100,9,120000.0,20000,6.0,0
0,1,1,17,66.0,30.84,454.45,338023.0,3.0,16.18,35576,66,4,72000.0,13825,5.20795660036166,1
0,1,1,17,60.9,24.83,692.54,89459.0,5.0,25.8,4672,100,11,60000.0,23675,2.53431890179514,0
1,0,6,69,32.9,10.16,177.89,6600.0,2.0,3.05,544,100,3,35000.0,5500,6.36363636363636,0
1,0,4,45,51.0,18.25,181.39,13700.0,9.0,9.26,699,51,9,40290.0,5000,8.058,1
0,1,5,57,2.1,14.65,826.24,-1.0,9.0,3.24,-1,100,-1,140000.0,35000,4.0,0
1,0,4,43,17.7,18.99,143.86,48190.0,1.0,30.11,5520,80,2,21600.0,3925,5.5031847133758,0
0,1,2,27,49.1,20.62,536.81,-1.0,10.0,17.96,-1,100,-1,60000.0,20000,3.0,0
1,0,5,57,10.3,13.49,118.76,85245.0,1.0,18.07,8700,61,3,50000.0,3500,14.2857142857143,0
0,1,5,57,44.9,13.61,109.57,-1.0,10.0,23.92,-1,100,-1,110000.0,4750,23.1578947368421,0
1,0,6,65,52.1,11.99,398.52,391256.0,8.0,15.25,29325,100,4,102000.0,12000,8.5,0
1,0,4,43,36.7,19.05,660.27,81156.0,2.0,12.63,4957,100,9,100000.0,18000,5.55555555555556,0
1,0,6,65,32.3,12.12,108.14,11100.0,3.0,9.62,896,100,2,12472.0,3250,3.83753846153846,0
1,0,5,51,6.7,15.59,209.73,98571.0,1.0,20.59,928,27,14,75000.0,6000,12.5,0
1,0,5,53,56.3,14.49,330.4,35177.0,10.0,10.01,4510,100,5,58000.0,9600,6.04166666666667,0
1,0,4,43,87.2,17.57,896.63,153621.0,10.0,11.28,15440,100,3,116000.0,24950,4.64929859719439,0
